tagA:STRING|dateA:DATE|tagB:STRING|dateB:DATE|maxKnowsLimit:INT
Bob_Geldof|2012-10-31|John_VI_of_Portugal|2011-07-04|5
Imperial_Bedroom|2012-12-17|Javier_Frana|2010-06-21|3
Black_Tie_White_Noise|2012-12-13|No_Way_to_Say|2010-09-15|5
Boethius|2012-12-17|Spoonful|2010-06-16|6
Bob_Geldof|2012-10-31|Hot_n_Cold|2010-05-27|3
God_in_Me|2012-12-23|Voices_in_the_Wilderness|2010-10-31|5
No_Way_to_Say|2012-12-22|You_Took_the_Words_Right_Out_of_My_Mouth|2010-05-27|3
Transatlanticism|2012-12-14|Beatles_for_Sale|2010-06-03|6
Slovenia|2011-11-07|Lee_Hyung-taik|2011-01-21|3
Dry_Kids:_B-Sides_1997–2005|2012-12-14|Republic_of_New_Granada|2010-04-29|3
Moving_Violation|2012-12-26|Preflyte|2010-06-03|6
Hot_n_Cold|2012-11-03|Locked_Out|2010-06-03|5
Rule/Sparkle|2012-12-29|Cosmic_Egg|2011-03-27|5
Something_to_Remember|2012-11-29|MantaRay|2010-10-31|5
Linda_Ronstadt|2012-01-25|Beyond_My_Control|2012-01-30|6
Bob_Geldof|2012-10-31|Untitled_Korn_album|2010-10-11|4
Skin_and_Bones|2012-12-29|A.D.I.D.A.S.|2010-09-14|4
Gold_Cobra|2012-12-31|Jack_Kerouac|2010-01-22|3
MantaRay|2012-12-18|WOW_Hits_2008|2010-06-03|6
Elvis_Presley|2011-08-28|Jacques_Chirac|2010-01-31|6
Locked_Out|2012-12-26|Pieces_of_a_Man|2010-10-12|5
Jerry_Lee_Lewis|2011-11-20|A.D.I.D.A.S.|2010-09-14|4
No_Way_to_Say|2012-12-22|Glee:_The_Music,_Volume_6|2010-07-25|6
Jerry_Lee_Lewis|2011-11-20|Jeff_Kennett|2010-10-30|6
Seventh_Star|2012-12-18|Shepherd_Moons|2010-06-16|3
Peter_of_Castile|2012-09-26|Rani_Mukerji|2012-03-24|5
Aga_Khan_IV|2012-12-11|Fitzgerald_and_Pass..._Again|2010-06-30|6
Something_to_Remember|2012-11-29|Hot_n_Cold|2010-05-27|4
Transatlanticism|2012-12-14|Jerry_Lee_Lewis|2010-01-29|5
Something_to_Remember|2012-11-29|Beyond_My_Control|2012-01-30|3
Something_to_Remember|2012-11-29|Disco_Duck|2010-07-23|5
Koda_Kumi|2012-12-25|Bulgaria|2010-05-22|5
Broken_Heels|2012-12-14|Hot_n_Cold|2010-05-27|3
