tagA:STRING|dateA:DATE|tagB:STRING|dateB:DATE|maxKnowsLimit:INT
Sonia_Gandhi|2010-09-14|East_Germany|2012-11-24|5
Sonia_Gandhi|2010-09-15|East_Germany|2012-11-24|6
Carl_Gustaf_Emil_Mannerheim|2011-12-12|Abraham_Lincoln|2012-12-05|5
Carl_Gustaf_Emil_Mannerheim|2011-12-12|Queen_Elizabeth_The_Queen_Mother|2012-12-18|6
Hassan_II_of_Morocco|2012-05-12|Isabella_I_of_Castile|2012-12-21|4
Hassan_II_of_Morocco|2012-05-13|Isabella_I_of_Castile|2012-12-21|5
Hassan_II_of_Morocco|2012-05-12|Oscar_Hammerstein_II|2012-12-27|6
Hassan_II_of_Morocco|2012-05-13|Oscar_Hammerstein_II|2012-12-27|3
Belisarius|2012-11-14|Joni_Mitchell|2012-12-19|4
Ehud_Olmert|2012-08-04|Mary_J._Blige|2012-12-31|6
Ehud_Olmert|2012-08-05|Mary_J._Blige|2012-12-31|3
Alejandro_Falla|2012-05-03|Augusto_Pinochet|2012-09-16|3
Shapur_II|2010-10-11|Turkey|2012-11-22|6
Shapur_II|2010-10-12|Turkey|2012-11-22|3
Toru_Takemitsu|2011-10-04|James_Cameron|2012-12-11|6
Toru_Takemitsu|2011-10-05|James_Cameron|2012-12-11|3
Hassan_II_of_Morocco|2012-05-12|Rupert_Murdoch|2012-12-01|4
