tagA:STRING|dateA:DATE|tagB:STRING|dateB:DATE|maxKnowsLimit:INT
New_Irish_Hymns|2011-12-09|Beatles_for_Sale|2010-07-10|5
The_Heroin_Diaries_Soundtrack|2011-08-16|Old_Time_Rock_and_Roll|2010-08-21|4
Sikh_Empire|2010-09-05|Steel_Wheels|2010-01-31|6
Kill_to_Get_Crimson|2011-02-10|Justin_Bieber|2011-06-11|6
J.E._Heartbreak|2011-05-06|Bob_Geldof|2010-08-23|4
Dancing_Undercover|2011-04-22|Little_Lion_Man|2010-07-09|5
Down_in_It|2012-04-13|...From_the_Hungry_i|2011-02-23|5
Jeff_Kennett|2011-11-01|Northern_Lights_–_Southern_Cross|2011-01-10|6
Jeff_Kennett|2011-11-01|Pieces_of_You|2010-07-01|6
1962–1966|2010-12-19|Take_Me_Home_Tonight|2010-09-17|4
Steel_Wheels|2010-12-26|Dancing_Undercover|2011-01-02|5
You_Still_Believe_in_Me|2010-10-21|Melody_A.M.|2010-12-14|5
Going_to_a_Go-Go|2010-07-24|Italo_Calvino|2010-06-02|5
Greatest_Hits_1974–78|2011-03-12|WOW_Hits_2008|2010-04-06|6
Sweet_Relief_II:_Gravity_of_the_Situation|2011-04-11|...From_the_Hungry_i|2011-02-23|6
Going_to_a_Go-Go|2010-07-24|WOW_Hits_2008|2010-04-06|4
Justin_Bieber|2012-03-13|Going_to_a_Go-Go|2010-11-19|3
World_of_Our_Own|2010-12-16|Been_There,_Done_That|2011-02-20|4
U_Gotta_Feel_Me|2011-05-27|Slovenia|2010-04-01|5
Ramble_On|2010-04-17|Raymond_van_Barneveld|2011-05-25|3
God_in_Me|2011-02-18|Voices_in_the_Wilderness|2011-05-09|5
Felix_Frankfurter|2012-07-11|Stay_Too_Long|2010-12-31|5
There_Goes_My_Life|2011-10-26|After_the_Heat|2010-02-24|5
Justin_Bieber|2012-03-13|Welcome_to_the_Black_Parade|2010-09-27|6
No_Way_to_Say|2011-10-15|You_Took_the_Words_Right_Out_of_My_Mouth|2010-01-31|6
My_Baby_Left_Me|2011-09-13|Preflyte|2010-11-14|5
Welcome_to_My_Hood|2011-07-06|List_of_Pokémon_theme_songs|2011-11-04|6
Vijayanagara_Empire|2010-07-13|The_Best_of_David_Bowie_1969/1974|2010-09-29|5
Raydiation|2011-04-29|Brokeback_Mountain:_Original_Motion_Picture_Soundtrack|2010-10-25|4
God_in_Me|2011-02-18|Bishopric_of_Utrecht|2010-06-14|5
Ramble_On|2010-04-17|Save_Your_Kisses_for_Me|2010-08-04|6
Seventh_Star|2011-06-10|Justin_Bieber|2011-06-11|6
Alone_Again_Or|2012-03-24|Imperial_Bedroom|2010-10-16|4
The_Best_of_David_Bowie_1969/1974|2011-07-07|Paul_Keating|2010-10-15|3
David_Škoch|2012-02-27|Fun,_Fun,_Fun|2010-08-05|6
Skin_and_Bones|2011-08-27|A.D.I.D.A.S.|2010-11-18|4
Share_My_World|2010-04-25|Justin_Bieber|2011-06-11|4
MantaRay|2010-07-24|WOW_Hits_2008|2010-04-06|4
Sweet_Relief_II:_Gravity_of_the_Situation|2011-04-11|From_Yesterday|2010-12-16|6
Live_at_Drury_Lane|2011-06-02|Save_Your_Kisses_for_Me|2010-08-04|4
The_Melancholy_E.P.|2012-08-04|Under_a_Violet_Moon|2011-09-30|5
No_Way_to_Say|2011-10-15|Glee:_The_Music,_Volume_6|2010-12-09|6
Movement_in_Still_Life|2011-09-25|Welcome_to_the_Black_Parade|2010-09-27|5
Been_There,_Done_That|2011-06-19|From_Yesterday|2010-12-16|3
J.E._Heartbreak|2011-05-06|The_Melancholy_E.P.|2012-07-24|3
Dance_with_My_Father|2010-11-26|Bishopric_of_Utrecht|2010-06-14|6
